building_id,timestamp,meter_reading,anomaly
697,2016-01-01 00:00:00,2.265,0
697,2016-01-01 01:00:00,4.534,0
697,2016-01-01 02:00:00,4.924,0
697,2016-01-01 03:00:00,4.777,0
697,2016-01-01 04:00:00,4.734,0
697,2016-01-01 05:00:00,4.724,0
697,2016-01-01 06:00:00,5.339,0
697,2016-01-01 07:00:00,4.93,0
697,2016-01-01 08:00:00,5.637,0
697,2016-01-01 09:00:00,5.117,0
697,2016-01-01 10:00:00,4.627,0
697,2016-01-01 11:00:00,4.687,0
697,2016-01-01 12:00:00,4.596,0
697,2016-01-01 13:00:00,4.781,0
697,2016-01-01 14:00:00,4.076,0
697,2016-01-01 15:00:00,4.282,0
697,2016-01-01 16:00:00,5.081,0
697,2016-01-01 17:00:00,4.976,0
697,2016-01-01 18:00:00,4.192,0
697,2016-01-01 19:00:00,4.073,0
697,2016-01-01 20:00:00,4.499,0
697,2016-01-01 21:00:00,3.991,0
697,2016-01-01 22:00:00,4.482,0
697,2016-01-01 23:00:00,4.083,0
697,2016-01-02 00:00:00,4.09,0
697,2016-01-02 01:00:00,5.387,0
697,2016-01-02 02:00:00,4.5,0
697,2016-01-02 03:00:00,4.09,0
697,2016-01-02 04:00:00,4.289,0
697,2016-01-02 05:00:00,4.99,0
697,2016-01-02 06:00:00,4.285,0
697,2016-01-02 07:00:00,4.283,0
697,2016-01-02 08:00:00,4.404,0
697,2016-01-02 09:00:00,4.487,0
697,2016-01-02 10:00:00,5.482,0
697,2016-01-02 11:00:00,4.381,0
697,2016-01-02 12:00:00,4.281,0
697,2016-01-02 13:00:00,5.107,0
697,2016-01-02 14:00:00,4.293,0
697,2016-01-02 15:00:00,4.284,0
697,2016-01-02 16:00:00,4.375,0
697,2016-01-02 17:00:00,3.973,0
697,2016-01-02 18:00:00,5.875,0
697,2016-01-02 19:00:00,4.088,0
697,2016-01-02 20:00:00,4.176,0
697,2016-01-02 21:00:00,4.478,0
697,2016-01-02 22:00:00,4.087,0
697,2016-01-02 23:00:00,4.286,0
697,2016-01-03 00:00:00,4.322,0
697,2016-01-03 01:00:00,4.499,0
697,2016-01-03 02:00:00,4.898,0
697,2016-01-03 03:00:00,4.796,0
697,2016-01-03 04:00:00,4.18,0
697,2016-01-03 05:00:00,3.986,0
697,2016-01-03 06:00:00,5.407,0
697,2016-01-03 07:00:00,4.383,0
697,2016-01-03 08:00:00,4.388,0
697,2016-01-03 09:00:00,4.293,0
697,2016-01-03 10:00:00,4.678,0
697,2016-01-03 11:00:00,5.087,0
697,2016-01-03 12:00:00,4.4,0
697,2016-01-03 13:00:00,4.166,0
697,2016-01-03 14:00:00,4.694,0
697,2016-01-03 15:00:00,4.264,0
697,2016-01-03 16:00:00,4.165,0
697,2016-01-03 17:00:00,4.465,0
697,2016-01-03 18:00:00,4.698,0
697,2016-01-03 19:00:00,4.966,0
697,2016-01-03 20:00:00,4.479,0
697,2016-01-03 21:00:00,4.291,0
697,2016-01-03 22:00:00,4.299,0
697,2016-01-03 23:00:00,3.994,0
697,2016-01-04 00:00:00,4.999,0
697,2016-01-04 01:00:00,4.271,0
697,2016-01-04 02:00:00,4.09,0
697,2016-01-04 03:00:00,4.735,0
697,2016-01-04 04:00:00,4.776,0
697,2016-01-04 05:00:00,5.394,0
697,2016-01-04 06:00:00,3.984,0
697,2016-01-04 07:00:00,5.916,0
697,2016-01-04 08:00:00,7.345,0
697,2016-01-04 09:00:00,20.484,0
697,2016-01-04 10:00:00,33.083,0
697,2016-01-04 11:00:00,26.985,0
697,2016-01-04 12:00:00,24.303,0
697,2016-01-04 13:00:00,25.773,0
697,2016-01-04 14:00:00,18.41,0
697,2016-01-04 15:00:00,14.993,0
697,2016-01-04 16:00:00,15.289,0
697,2016-01-04 17:00:00,12.988,0
697,2016-01-04 18:00:00,12.5,0
697,2016-01-04 19:00:00,6.058,0
697,2016-01-04 20:00:00,5.059,0
697,2016-01-04 21:00:00,5.569,0
697,2016-01-04 22:00:00,5.172,0
697,2016-01-04 23:00:00,4.957,0
697,2016-01-05 00:00:00,4.656,0
697,2016-01-05 01:00:00,4.764,0
697,2016-01-05 02:00:00,5.861,0
697,2016-01-05 03:00:00,5.376,0
697,2016-01-05 04:00:00,4.846,0
697,2016-01-05 05:00:00,5.069,0
697,2016-01-05 06:00:00,4.97,0
697,2016-01-05 07:00:00,5.845,0
697,2016-01-05 08:00:00,7.818,0
697,2016-01-05 09:00:00,19.192,0
697,2016-01-05 10:00:00,25.726,0
697,2016-01-05 11:00:00,26.416,0
697,2016-01-05 12:00:00,26.37,0
697,2016-01-05 13:00:00,24.256,0
697,2016-01-05 14:00:00,21.552,0
697,2016-01-05 15:00:00,19.904,0
697,2016-01-05 16:00:00,20.372,0
697,2016-01-05 17:00:00,14.764,0
697,2016-01-05 18:00:00,11.927,0
697,2016-01-05 19:00:00,5.162,0
697,2016-01-05 20:00:00,4.848,0
697,2016-01-05 21:00:00,4.148,0
697,2016-01-05 22:00:00,4.654,0
697,2016-01-05 23:00:00,4.972,0
697,2016-01-06 00:00:00,4.463,0
697,2016-01-06 01:00:00,4.917,0
697,2016-01-06 02:00:00,5.83,0
697,2016-01-06 03:00:00,5.023,0
697,2016-01-06 04:00:00,4.699,0
697,2016-01-06 05:00:00,5.76,0
697,2016-01-06 06:00:00,4.61,0
697,2016-01-06 07:00:00,5.4,0
697,2016-01-06 08:00:00,7.936,0
697,2016-01-06 09:00:00,22.946,0
697,2016-01-06 10:00:00,24.963,0
697,2016-01-06 11:00:00,26.121,0
697,2016-01-06 12:00:00,28.159,0
697,2016-01-06 13:00:00,24.876,0
697,2016-01-06 14:00:00,22.426,0
697,2016-01-06 15:00:00,17.989,0
697,2016-01-06 16:00:00,22.103,0
697,2016-01-06 17:00:00,14.947,0
697,2016-01-06 18:00:00,12.741,0
697,2016-01-06 19:00:00,5.613,0
697,2016-01-06 20:00:00,4.912,0
697,2016-01-06 21:00:00,4.527,0
697,2016-01-06 22:00:00,4.735,0
697,2016-01-06 23:00:00,4.846,0
697,2016-01-07 00:00:00,5.186,0
697,2016-01-07 01:00:00,5.556,0
697,2016-01-07 02:00:00,5.967,0
697,2016-01-07 03:00:00,4.657,0
697,2016-01-07 04:00:00,4.549,0
697,2016-01-07 05:00:00,4.958,0
697,2016-01-07 06:00:00,4.646,0
697,2016-01-07 07:00:00,5.451,0
697,2016-01-07 08:00:00,8.262,0
697,2016-01-07 09:00:00,22.796,0
697,2016-01-07 10:00:00,25.802,0
697,2016-01-07 11:00:00,27.293,0
697,2016-01-07 12:00:00,28.064,0
697,2016-01-07 13:00:00,22.575,0
697,2016-01-07 14:00:00,20.984,0
697,2016-01-07 15:00:00,17.029,0
697,2016-01-07 16:00:00,16.793,0
697,2016-01-07 17:00:00,14.989,0
697,2016-01-07 18:00:00,12.422,0
697,2016-01-07 19:00:00,6.633,0
697,2016-01-07 20:00:00,5.908,0
697,2016-01-07 21:00:00,5.538,0
697,2016-01-07 22:00:00,5.325,0
697,2016-01-07 23:00:00,5.104,0
697,2016-01-08 00:00:00,5.186,0
697,2016-01-08 01:00:00,5.535,0
697,2016-01-08 02:00:00,5.137,0
697,2016-01-08 03:00:00,6.228,0
697,2016-01-08 04:00:00,5.322,0
697,2016-01-08 05:00:00,5.32,0
697,2016-01-08 06:00:00,5.205,0
697,2016-01-08 07:00:00,5.632,0
697,2016-01-08 08:00:00,8.386,0
697,2016-01-08 09:00:00,17.171,0
697,2016-01-08 10:00:00,30.854,0
697,2016-01-08 11:00:00,23.111,0
697,2016-01-08 12:00:00,26.521,0
697,2016-01-08 13:00:00,25.784,0
697,2016-01-08 14:00:00,17.459,0
697,2016-01-08 15:00:00,13.113,0
697,2016-01-08 16:00:00,16.177,0
697,2016-01-08 17:00:00,13.588,0
697,2016-01-08 18:00:00,11.311,0
697,2016-01-08 19:00:00,5.207,0
697,2016-01-08 20:00:00,4.459,0
697,2016-01-08 21:00:00,4.492,0
697,2016-01-08 22:00:00,5.59,0
697,2016-01-08 23:00:00,4.652,0
697,2016-01-09 00:00:00,4.865,0
697,2016-01-09 01:00:00,4.352,0
697,2016-01-09 02:00:00,5.253,0
697,2016-01-09 03:00:00,4.685,0
697,2016-01-09 04:00:00,4.65,0
697,2016-01-09 05:00:00,4.452,0
697,2016-01-09 06:00:00,4.754,0
697,2016-01-09 07:00:00,5.753,0
697,2016-01-09 08:00:00,4.535,0
697,2016-01-09 09:00:00,4.744,0
697,2016-01-09 10:00:00,4.443,0
697,2016-01-09 11:00:00,4.722,0
697,2016-01-09 12:00:00,4.634,0
697,2016-01-09 13:00:00,4.828,0
697,2016-01-09 14:00:00,4.233,0
697,2016-01-09 15:00:00,4.73,0
697,2016-01-09 16:00:00,6.361,0
697,2016-01-09 17:00:00,4.624,0
697,2016-01-09 18:00:00,4.032,0
697,2016-01-09 19:00:00,4.648,0
697,2016-01-09 20:00:00,4.547,0
697,2016-01-09 21:00:00,4.684,0
697,2016-01-09 22:00:00,4.592,0
697,2016-01-09 23:00:00,4.796,0
697,2016-01-10 00:00:00,5.064,0
697,2016-01-10 01:00:00,5.518,0
697,2016-01-10 02:00:00,4.485,0
697,2016-01-10 03:00:00,4.59,0
697,2016-01-10 04:00:00,5.42,0
697,2016-01-10 05:00:00,4.689,0
697,2016-01-10 06:00:00,4.777,0
697,2016-01-10 07:00:00,4.587,0
697,2016-01-10 08:00:00,4.477,0
697,2016-01-10 09:00:00,5.673,0
697,2016-01-10 10:00:00,4.412,0
697,2016-01-10 11:00:00,4.458,0
697,2016-01-10 12:00:00,4.674,0
697,2016-01-10 13:00:00,4.576,0
697,2016-01-10 14:00:00,4.457,0
697,2016-01-10 15:00:00,4.765,0
697,2016-01-10 16:00:00,5.631,0
697,2016-01-10 17:00:00,5.463,0
697,2016-01-10 18:00:00,4.569,0
697,2016-01-10 19:00:00,4.463,0
697,2016-01-10 20:00:00,5.175,0
697,2016-01-10 21:00:00,4.471,0
697,2016-01-10 22:00:00,4.608,0
697,2016-01-10 23:00:00,4.579,0
697,2016-01-11 00:00:00,4.586,0
697,2016-01-11 01:00:00,4.679,0
697,2016-01-11 02:00:00,5.579,0
697,2016-01-11 03:00:00,5.755,0
